GAge	GCity	GCity_X	GCity_Y	GSex	GState	ID_LM	PersonNights	QCulture	QFood	QRoom	QSatisfaction	QService	SaturdayNights	Season	VFrom	VNights	VPersons	VPriceDeduction	VPriceFood	VPriceRoom	VPriceTotal	VTypeOfVisit	WSky	WTemperature	XEUR
60	Dresden	13.7397044	51.0497456	female	Germany	1686	21	82	24	54	average	57	-1	0	2013-10-05 00:00:00	7	3	600	0	30450	29850	private	cloudy	19.6	25.56
67	Dresden	13.7397044	51.0497456	female	Germany	1687	21	48	22	60	average	69	-1	0	2013-10-05 00:00:00	7	3	600	0	30450	29850	private	cloudy	19.6	25.56
54	Budweis	14.4757883	48.9763169	male	CR	1688	84	5	26	23	low	14	-1	0	2013-10-05 00:00:00	21	4	1400	0	121800	120400	private	cloudy	19.6	25.56
77	Salzburg	13.0475658	47.798095	male	Austria	1689	4	82	35	44	average	48	0	0	2013-10-10 00:00:00	1	4	0	0	5800	5800	business	rain/snow	15.1	25.53
64	Warsaw	21.0099069	52.2342533	male	Poland	1690	3	19	23	30	low	27	0	0	2013-10-10 00:00:00	1	3	0	0	4350	4350	business	rain/snow	15.1	25.53
23	Warsaw	21.0099069	52.2342533	female	Poland	1691	3	12	12	22	low	40	0	0	2013-10-10 00:00:00	1	3	0	0	4350	4350	business	rain/snow	15.1	25.53
63	Salzburg	13.0475658	47.798095	male	Austria	1692	4	82	30	43	average	57	0	0	2013-10-10 00:00:00	1	4	0	0	5800	5800	business	rain/snow	15.1	25.53
58	Warsaw	21.0099069	52.2342533	male	Poland	1693	3	33	12	32	low	16	0	0	2013-10-10 00:00:00	1	3	0	0	4350	4350	business	rain/snow	15.1	25.53
19	Warsaw	21.0099069	52.2342533	female	Poland	1694	3	19	10	21	low	30	0	0	2013-10-10 00:00:00	1	3	0	0	4350	4350	business	rain/snow	15.1	25.53
51	Salzburg	13.0475658	47.798095	male	Austria	1695	4	93	35	42	average	45	0	0	2013-10-10 00:00:00	1	4	0	0	5800	5800	business	rain/snow	15.1	25.53
51	Zlín	17.6700633	49.2280669	male	CR	1696	4	98	21	46	average	46	0	0	2013-10-10 00:00:00	1	4	0	0	5800	5800	business	rain/snow	15.1	25.53
53	Warsaw	21.0099069	52.2342533	female	Poland	1697	4	6	25	29	low	15	0	0	2013-10-10 00:00:00	1	4	0	0	5800	5800	business	rain/snow	15.1	25.53
36	Salzburg	13.0475658	47.798095	female	Austria	1698	2	81	31	41	average	55	0	0	2013-10-10 00:00:00	1	2	0	0	2900	2900	business	rain/snow	15.1	25.53
58	Salzburg	13.0475658	47.798095	female	Austria	1699	4	51	21	47	average	61	0	0	2013-10-10 00:00:00	1	4	0	0	5800	5800	business	rain/snow	15.1	25.53
76	Warsaw	21.0099069	52.2342533	male	Poland	1700	3	6	14	29	low	13	0	0	2013-10-10 00:00:00	1	3	0	0	4350	4350	business	rain/snow	15.1	25.53
51	Salzburg	13.0475658	47.798095	female	Austria	1701	1	51	30	49	average	47	0	0	2013-10-10 00:00:00	1	1	0	0	1450	1450	business	rain/snow	15.1	25.53
20	Warsaw	21.0099069	52.2342533	female	Poland	1702	2	8	14	32	low	15	0	0	2013-10-10 00:00:00	1	2	0	0	2900	2900	business	rain/snow	15.1	25.53
58	Wien	16.3736767	48.2115631	male	Austria	1703	2	10	23	28	low	29	-1	0	2013-10-11 00:00:00	2	1	200	0	2900	2700	private	rain/snow	17.8	25.53
52	Jihlava	15.5909008	49.3963828	female	CR	1726	3	4	26	13	low	23	0	0	2013-10-17 00:00:00	1	3	0	0	4350	4350	business	cloudy	8.1	25.7
64	Berlin	13.3908886	52.5176189	female	Germany	1727	4	100	34	52	average	55	-1	0	2013-10-18 00:00:00	2	2	200	0	5800	5600	private	rain/snow	5.7	25.78
41	Berlin	13.3908886	52.5176189	female	Germany	1728	4	46	57	56	average	69	-1	0	2013-10-18 00:00:00	2	2	200	0	5800	5600	private	rain/snow	5.7	25.78
44	Salzburg	13.0475658	47.798095	female	Austria	1729	4	51	34	53	average	45	-1	0	2013-10-18 00:00:00	2	2	200	0	5800	5600	private	rain/snow	5.7	25.78
24	Berlin	13.3908886	52.5176189	female	Germany	1730	4	50	32	47	average	59	-1	0	2013-10-18 00:00:00	2	2	200	0	5800	5600	private	rain/snow	5.7	25.78
29	Linz	14.2862742	48.3066489	female	Austria	1731	8	46	36	45	average	53	-1	0	2013-10-18 00:00:00	2	4	200	0	11600	11400	private	rain/snow	5.7	25.78
19	Pilsen	13.3771556	49.7490406	female	CR	1732	2	11	21	37	low	14	-1	0	2013-10-18 00:00:00	2	1	200	0	2900	2700	private	rain/snow	5.7	25.78
78	Linz	14.2862742	48.3066489	male	Austria	1733	8	100	66	54	average	62	-1	0	2013-10-18 00:00:00	2	4	200	0	11600	11400	private	rain/snow	5.7	25.78
80	Berlin	13.3908886	52.5176189	male	Germany	1734	4	50	59	49	average	60	-1	0	2013-10-18 00:00:00	2	2	200	0	5800	5600	private	rain/snow	5.7	25.78
25	Kladno	14.1022533	50.1484586	male	CR	1735	6	83	30	53	average	61	-1	0	2013-10-18 00:00:00	2	3	200	0	8700	8500	private	rain/snow	5.7	25.78
35	Praha	14.4212806	50.0874967	female	CR	1736	28	55	81	100	high	94	-1	0	2013-10-19 00:00:00	7	4	600	0	40600	40000	private	cloudy	7.0	25.78
46	Praha	14.4212806	50.0874967	female	CR	1737	7	58	74	97	high	92	-1	0	2013-10-19 00:00:00	7	1	600	0	10150	9550	private	cloudy	7.0	25.78
43	Nitra	18.0902903	48.3139558	male	Slovakia	1738	21	17	17	13	low	13	-1	0	2013-10-19 00:00:00	7	3	600	0	30450	29850	private	cloudy	7.0	25.78
74	Dresden	13.7397044	51.0497456	male	Germany	1739	14	93	34	54	average	72	-1	0	2013-10-19 00:00:00	7	2	600	0	20300	19700	private	cloudy	7.0	25.78
56	Praha	14.4212806	50.0874967	male	CR	1740	7	64	91	96	high	82	-1	0	2013-10-19 00:00:00	7	1	600	0	10150	9550	private	cloudy	7.0	25.78
30	Budweis	14.4757883	48.9763169	male	CR	1741	21	4	22	22	low	27	-1	0	2013-10-19 00:00:00	21	1	1400	0	30450	29050	private	cloudy	7.0	25.78
30	Nitra	18.0902903	48.3139558	female	Slovakia	1742	28	1	11	37	low	24	-1	0	2013-10-19 00:00:00	7	4	600	0	40600	40000	private	cloudy	7.0	25.78
46	Salzburg	13.0475658	47.798095	female	Austria	1743	7	57	84	83	high	88	-1	0	2013-10-19 00:00:00	7	1	600	0	10150	9550	private	cloudy	7.0	25.78
20	Nitra	18.0902903	48.3139558	female	Slovakia	1744	21	12	21	13	low	37	-1	0	2013-10-19 00:00:00	7	3	600	0	30450	29850	private	cloudy	7.0	25.78
76	Liberec	15.0663036	50.7709239	female	CR	1745	7	47	79	83	high	100	-1	0	2013-10-19 00:00:00	7	1	600	0	10150	9550	private	cloudy	7.0	25.78
19	Pilsen	13.3771556	49.7490406	male	CR	1746	7	3	26	25	low	28	-1	0	2013-10-19 00:00:00	7	1	600	0	10150	9550	private	cloudy	7.0	25.78
32	München	11.5836375	48.1364669	male	Germany	1747	28	18	11	24	low	16	-1	0	2013-10-19 00:00:00	7	4	600	0	40600	40000	private	cloudy	7.0	25.78
28	Linz	14.2862742	48.3066489	male	Austria	1770	8	96	31	60	average	47	-1	0	2013-10-25 00:00:00	2	4	200	0	11600	11400	private	sunny	4.6	25.75
36	Salzburg	13.0475658	47.798095	male	Austria	1771	4	93	33	56	average	45	-1	0	2013-10-25 00:00:00	2	2	200	0	5800	5600	private	sunny	4.6	25.75
19	Brno	16.6153758	49.1921808	female	CR	1772	6	19	27	38	low	15	-1	0	2013-10-25 00:00:00	2	3	200	0	8700	8500	private	sunny	4.6	25.75
64	München	11.5836375	48.1364669	male	Germany	1773	6	96	34	53	average	70	-1	0	2013-10-25 00:00:00	2	3	200	0	8700	8500	private	sunny	4.6	25.75
49	Linz	14.2862742	48.3066489	male	Austria	1774	8	98	65	59	average	71	-1	0	2013-10-25 00:00:00	2	4	200	0	11600	11400	private	sunny	4.6	25.75
33	Budweis	14.4757883	48.9763169	female	CR	1775	4	51	35	55	average	54	-1	0	2013-10-25 00:00:00	2	2	200	0	5800	5600	private	sunny	4.6	25.75
52	Budweis	14.4757883	48.9763169	male	CR	1776	2	9	26	29	low	26	-1	0	2013-10-25 00:00:00	2	1	200	0	2900	2700	private	sunny	4.6	25.75
50	Salzburg	13.0475658	47.798095	male	Austria	1777	4	51	30	58	average	45	-1	0	2013-10-25 00:00:00	2	2	200	0	5800	5600	private	sunny	4.6	25.75
22	Budweis	14.4757883	48.9763169	female	CR	1778	2	17	27	22	low	15	-1	0	2013-10-25 00:00:00	2	1	200	0	2900	2700	private	sunny	4.6	25.75
18	Budweis	14.4757883	48.9763169	female	CR	1779	2	36	12	22	low	38	-1	0	2013-10-25 00:00:00	2	1	200	0	2900	2700	private	sunny	4.6	25.75
24	Linz	14.2862742	48.3066489	male	Austria	1780	8	99	35	55	average	57	-1	0	2013-10-25 00:00:00	2	4	200	0	11600	11400	private	sunny	4.6	25.75
18	Salzburg	13.0475658	47.798095	female	Austria	1781	4	51	33	57	average	72	-1	0	2013-10-25 00:00:00	2	2	200	0	5800	5600	private	sunny	4.6	25.75
35	Berlin	13.3908886	52.5176189	male	Germany	1782	4	48	35	47	average	45	-1	0	2013-10-25 00:00:00	2	2	200	0	5800	5600	private	sunny	4.6	25.75
19	Nitra	18.0902903	48.3139558	female	Slovakia	1783	28	33	26	14	low	40	-1	0	2013-10-26 00:00:00	7	4	600	0	40600	40000	private	cloudy	6.5	25.75
56	Nitra	18.0902903	48.3139558	female	Slovakia	1784	28	20	21	29	low	25	-1	0	2013-10-26 00:00:00	7	4	600	0	40600	40000	private	cloudy	6.5	25.75
43	Salzburg	13.0475658	47.798095	male	Austria	1785	14	2	25	32	low	40	-1	0	2013-10-26 00:00:00	7	2	600	0	20300	19700	private	cloudy	6.5	25.75
35	Praha	14.4212806	50.0874967	male	CR	1786	28	36	27	21	low	22	-1	0	2013-10-26 00:00:00	7	4	600	0	40600	40000	private	cloudy	6.5	25.75
20	Hradec Králové	15.8353464	50.2100194	male	CR	1787	2	1	11	30	low	16	0	0	2013-10-31 00:00:00	1	2	0	0	2900	2900	private	cloudy	14.2	25.72
22	Bratislava	17.1097606	48.1547933	female	Slovakia	1788	8	53	80	91	high	99	-1	0	2013-11-01 00:00:00	2	4	200	0	11600	11400	private	cloudy	7.0	25.85
31	Bratislava	17.1097606	48.1547933	female	Slovakia	1789	7	54	92	89	high	100	-1	0	2013-11-01 00:00:00	7	1	200	0	10150	9950	private	cloudy	7.0	25.85
77	Nitra	18.0902903	48.3139558	female	Slovakia	1790	2	46	21	54	average	46	-1	0	2013-11-01 00:00:00	2	1	200	0	2900	2700	private	cloudy	7.0	25.85
53	Wien	16.3736767	48.2115631	male	Austria	1791	4	84	24	60	average	60	-1	0	2013-11-01 00:00:00	2	2	200	0	5800	5600	private	cloudy	7.0	25.85
43	Nitra	18.0902903	48.3139558	male	Slovakia	1814	4	84	57	41	average	62	-1	0	2013-11-08 00:00:00	2	2	200	0	5800	5600	private	rain/snow	3.6	26.97
77	Nitra	18.0902903	48.3139558	female	Slovakia	1815	2	96	29	58	average	45	-1	0	2013-11-08 00:00:00	2	1	200	0	2900	2700	private	rain/snow	3.6	26.97
43	Karlovy Vary	12.8690381	50.2311075	female	CR	1816	14	62	80	83	high	92	-1	0	2013-11-09 00:00:00	7	2	600	0	20300	19700	private	cloudy	9.1	26.97
32	Karlovy Vary	12.8690381	50.2311075	female	CR	1817	14	72	74	99	high	89	-1	0	2013-11-09 00:00:00	7	2	600	0	20300	19700	private	cloudy	9.1	26.97
79	Karlovy Vary	12.8690381	50.2311075	male	CR	1818	14	56	67	92	high	91	-1	0	2013-11-09 00:00:00	7	2	600	0	20300	19700	private	cloudy	9.1	26.97
35	Pilsen	13.3771556	49.7490406	female	CR	1819	4	53	81	90	high	92	-1	0	2013-11-09 00:00:00	4	1	200	0	5800	5600	private	cloudy	9.1	26.97
19	Karlovy Vary	12.8690381	50.2311075	male	CR	1820	14	63	78	97	high	94	-1	0	2013-11-09 00:00:00	7	2	600	0	20300	19700	private	cloudy	9.1	26.97
58	München	11.5836375	48.1364669	male	Germany	1821	16	56	65	96	high	84	-1	0	2013-11-09 00:00:00	8	2	200	0	23200	23000	private	cloudy	9.1	26.97
66	Jihlava	15.5909008	49.3963828	female	CR	1822	4	46	77	83	high	85	-1	0	2013-11-09 00:00:00	4	1	200	0	5800	5600	private	cloudy	9.1	26.97
58	Pilsen	13.3771556	49.7490406	female	CR	1823	4	64	92	84	high	82	-1	0	2013-11-09 00:00:00	4	1	200	0	5800	5600	private	cloudy	9.1	26.97
76	Karlovy Vary	12.8690381	50.2311075	female	CR	1824	42	84	66	44	average	71	-1	0	2013-11-09 00:00:00	21	2	1400	0	60900	59500	private	cloudy	9.1	26.97
33	Karlovy Vary	12.8690381	50.2311075	female	CR	1825	14	54	74	88	high	94	-1	0	2013-11-09 00:00:00	7	2	600	0	20300	19700	private	cloudy	9.1	26.97
66	Berlin	13.3908886	52.5176189	male	Germany	1826	14	60	82	98	high	99	-1	0	2013-11-09 00:00:00	7	2	600	0	20300	19700	private	cloudy	9.1	26.97
75	Karlovy Vary	12.8690381	50.2311075	male	CR	1827	14	55	82	91	high	95	-1	0	2013-11-09 00:00:00	7	2	600	0	20300	19700	private	cloudy	9.1	26.97
38	Pilsen	13.3771556	49.7490406	male	CR	1828	16	70	80	99	high	83	-1	0	2013-11-09 00:00:00	4	4	200	0	23200	23000	private	cloudy	9.1	26.97
54	Pilsen	13.3771556	49.7490406	male	CR	1829	4	61	67	95	high	87	-1	0	2013-11-09 00:00:00	4	1	200	0	5800	5600	private	cloudy	9.1	26.97
75	München	11.5836375	48.1364669	male	Germany	1830	84	99	31	56	average	47	-1	0	2013-11-09 00:00:00	21	4	1400	0	121800	120400	private	cloudy	9.1	26.97
43	Pilsen	13.3771556	49.7490406	female	CR	1831	4	63	79	81	high	86	-1	0	2013-11-09 00:00:00	4	1	200	0	5800	5600	private	cloudy	9.1	26.97
30	Praha	14.4212806	50.0874967	male	CR	1832	16	70	79	92	high	91	-1	0	2013-11-09 00:00:00	4	4	200	0	23200	23000	private	cloudy	9.1	26.97
25	Nitra	18.0902903	48.3139558	male	Slovakia	1833	2	10	25	29	low	14	0	0	2013-11-13 00:00:00	1	2	0	0	2900	2900	private	cloudy	-2.1	27.06
50	Hradec Králové	15.8353464	50.2100194	female	CR	1834	2	36	28	25	low	15	0	0	2013-11-13 00:00:00	1	2	0	0	2900	2900	private	cloudy	-2.1	27.06
28	Nitra	18.0902903	48.3139558	female	Slovakia	1835	3	35	26	22	low	24	0	0	2013-11-13 00:00:00	1	3	0	0	4350	4350	private	cloudy	-2.1	27.06
34	Nitra	18.0902903	48.3139558	male	Slovakia	1836	4	5	27	27	low	15	0	0	2013-11-13 00:00:00	1	4	0	0	5800	5800	private	cloudy	-2.1	27.06
30	Salzburg	13.0475658	47.798095	female	Austria	1837	3	95	36	60	average	60	0	0	2013-11-14 00:00:00	1	3	0	0	4350	4350	private	cloudy	3.4	27.17
30	Bratislava	17.1097606	48.1547933	female	Slovakia	1838	2	6	12	22	low	32	0	0	2013-11-14 00:00:00	1	2	0	0	2900	2900	private	cloudy	3.4	27.17
82	Bratislava	17.1097606	48.1547933	male	Slovakia	1839	2	2	23	26	low	37	0	0	2013-11-14 00:00:00	1	2	0	0	2900	2900	private	cloudy	3.4	27.17
38	Salzburg	13.0475658	47.798095	female	Austria	1840	3	99	29	56	average	60	0	0	2013-11-14 00:00:00	1	3	0	0	4350	4350	private	cloudy	3.4	27.17
60	Bratislava	17.1097606	48.1547933	female	Slovakia	1841	2	20	21	31	low	14	0	0	2013-11-14 00:00:00	1	2	0	0	2900	2900	private	cloudy	3.4	27.17
77	Salzburg	13.0475658	47.798095	male	Austria	1842	3	48	31	45	average	48	0	0	2013-11-14 00:00:00	1	3	0	0	4350	4350	private	cloudy	3.4	27.17
39	Bratislava	17.1097606	48.1547933	female	Slovakia	1843	4	45	73	90	high	88	-1	0	2013-11-15 00:00:00	2	2	200	0	5800	5600	private	cloudy	4.9	27.15
29	München	11.5836375	48.1364669	male	Germany	1844	4	72	74	92	high	91	-1	0	2013-11-15 00:00:00	2	2	200	0	5800	5600	private	cloudy	4.9	27.15
51	Nitra	18.0902903	48.3139558	male	Slovakia	1845	2	96	34	60	average	61	-1	0	2013-11-15 00:00:00	2	1	200	0	2900	2700	private	cloudy	4.9	27.15
27	München	11.5836375	48.1364669	female	Germany	1846	14	46	67	82	high	83	-1	0	2013-11-15 00:00:00	7	2	200	0	20300	20100	private	cloudy	4.9	27.15
25	Wien	16.3736767	48.2115631	female	Austria	1847	4	72	77	100	high	90	-1	0	2013-11-15 00:00:00	2	2	200	0	5800	5600	private	cloudy	4.9	27.15
58	Nitra	18.0902903	48.3139558	female	Slovakia	1848	2	84	60	58	average	47	-1	0	2013-11-15 00:00:00	2	1	200	0	2900	2700	private	cloudy	4.9	27.15
25	Bratislava	17.1097606	48.1547933	male	Slovakia	1849	4	55	84	82	high	84	-1	0	2013-11-15 00:00:00	2	2	200	0	5800	5600	private	cloudy	4.9	27.15
64	Bratislava	17.1097606	48.1547933	male	Slovakia	1850	8	58	82	90	high	88	-1	0	2013-11-15 00:00:00	2	4	200	0	11600	11400	private	cloudy	4.9	27.15
77	Warsaw	21.0099069	52.2342533	female	Poland	1851	2	98	35	56	average	64	-1	0	2013-11-15 00:00:00	2	1	200	0	2900	2700	private	cloudy	4.9	27.15
58	Bratislava	17.1097606	48.1547933	female	Slovakia	1852	4	55	66	98	high	89	-1	0	2013-11-15 00:00:00	2	2	200	0	5800	5600	private	cloudy	4.9	27.15
27	Salzburg	13.0475658	47.798095	female	Austria	1853	4	58	84	98	high	82	-1	0	2013-11-15 00:00:00	2	2	200	0	5800	5600	private	cloudy	4.9	27.15
35	Nitra	18.0902903	48.3139558	male	Slovakia	1854	6	81	21	48	average	46	-1	0	2013-11-15 00:00:00	2	3	200	0	8700	8500	private	cloudy	4.9	27.15
36	Bratislava	17.1097606	48.1547933	male	Slovakia	1855	4	59	90	98	high	85	-1	0	2013-11-15 00:00:00	2	2	200	0	5800	5600	private	cloudy	4.9	27.15
29	Bratislava	17.1097606	48.1547933	male	Slovakia	1856	7	58	89	96	high	85	-1	0	2013-11-15 00:00:00	7	1	200	0	10150	9950	private	cloudy	4.9	27.15
40	Ostrava	18.2825511	49.8341497	male	CR	1857	84	47	67	44	average	53	-1	0	2013-11-16 00:00:00	21	4	1400	0	121800	120400	private	sunny	10.7	27.15
43	Ostrava	18.2825511	49.8341497	male	CR	1858	84	96	23	48	average	46	-1	0	2013-11-16 00:00:00	21	4	1400	0	121800	120400	private	sunny	10.7	27.15
58	Ostrava	18.2825511	49.8341497	male	CR	1859	63	96	60	47	average	55	-1	0	2013-11-16 00:00:00	21	3	1400	0	91350	89950	private	sunny	10.7	27.15
41	Ostrava	18.2825511	49.8341497	female	CR	1860	84	82	24	57	average	45	-1	0	2013-11-16 00:00:00	21	4	1400	0	121800	120400	private	sunny	10.7	27.15
35	Pilsen	13.3771556	49.7490406	female	CR	1861	4	58	82	100	high	89	-1	0	2013-11-16 00:00:00	4	1	200	0	5800	5600	private	sunny	10.7	27.15
25	Ostrava	18.2825511	49.8341497	male	CR	1862	42	100	22	48	average	72	-1	0	2013-11-16 00:00:00	21	2	1400	0	60900	59500	private	sunny	10.7	27.15
65	Pilsen	13.3771556	49.7490406	female	CR	1863	4	64	84	100	high	87	-1	0	2013-11-16 00:00:00	4	1	200	0	5800	5600	private	sunny	10.7	27.15
50	Ostrava	18.2825511	49.8341497	female	CR	1864	84	100	66	50	average	57	-1	0	2013-11-16 00:00:00	21	4	1400	0	121800	120400	private	sunny	10.7	27.15
25	Wien	16.3736767	48.2115631	female	Austria	1865	16	58	90	82	high	95	-1	0	2013-11-16 00:00:00	8	2	200	0	23200	23000	private	sunny	10.7	27.15
39	Ostrava	18.2825511	49.8341497	male	CR	1866	84	83	32	42	average	53	-1	0	2013-11-16 00:00:00	21	4	1400	0	121800	120400	private	sunny	10.7	27.15
25	Ostrava	18.2825511	49.8341497	male	CR	1867	4	48	79	84	high	86	-1	0	2013-11-16 00:00:00	4	1	200	0	5800	5600	private	sunny	10.7	27.15
31	Ostrava	18.2825511	49.8341497	male	CR	1868	84	81	23	56	average	62	-1	0	2013-11-16 00:00:00	21	4	1400	0	121800	120400	private	sunny	10.7	27.15
37	Nitra	18.0902903	48.3139558	male	Slovakia	1869	2	35	22	23	low	27	0	0	2013-11-20 00:00:00	1	2	0	0	2900	2900	private	sunny	2.9	27.33
41	Nitra	18.0902903	48.3139558	female	Slovakia	1870	2	2	27	24	low	23	0	0	2013-11-20 00:00:00	1	2	0	0	2900	2900	private	sunny	2.9	27.33
65	Nitra	18.0902903	48.3139558	female	Slovakia	1871	2	20	25	38	low	26	0	0	2013-11-20 00:00:00	1	2	0	0	2900	2900	private	sunny	2.9	27.33
54	Wien	16.3736767	48.2115631	male	Austria	1872	2	35	21	37	low	39	0	0	2013-11-20 00:00:00	1	2	0	0	2900	2900	private	sunny	2.9	27.33
51	Salzburg	13.0475658	47.798095	male	Austria	1873	3	48	23	51	average	48	0	0	2013-11-21 00:00:00	1	3	0	0	4350	4350	private	rain/snow	6.9	27.2
60	Wien	16.3736767	48.2115631	female	Austria	1874	2	52	24	41	average	70	0	0	2013-11-21 00:00:00	1	2	0	0	2900	2900	private	rain/snow	6.9	27.2
65	Salzburg	13.0475658	47.798095	female	Austria	1875	4	84	57	57	average	69	0	0	2013-11-21 00:00:00	1	4	0	0	5800	5800	private	rain/snow	6.9	27.2
82	Salzburg	13.0475658	47.798095	male	Austria	1876	3	51	57	53	average	48	0	0	2013-11-21 00:00:00	1	3	0	0	4350	4350	private	rain/snow	6.9	27.2
58	Linz	14.2862742	48.3066489	male	Austria	1877	2	61	79	95	high	87	-1	0	2013-11-22 00:00:00	2	1	200	0	2900	2700	private	cloudy	1.3	27.25
76	Salzburg	13.0475658	47.798095	male	Austria	1878	8	70	84	98	high	84	-1	0	2013-11-23 00:00:00	8	1	200	0	11600	11400	private	cloudy	-6.3	27.25
30	Kladno	14.1022533	50.1484586	female	CR	1661	1	95	67	56	average	64	0	-1	2013-08-21 00:00:00	1	1	0	180	1450	1630	business	rain/snow	24.0	25.77
28	München	11.5836375	48.1364669	male	Germany	1662	1	46	58	47	average	70	0	-1	2013-08-27 00:00:00	1	1	0	180	1450	1630	business	cloudy	26.9	25.76
66	Kladno	14.1022533	50.1484586	male	CR	1663	2	93	33	49	average	56	0	-1	2013-08-28 00:00:00	1	2	0	360	2900	3260	business	rain/snow	25.5	25.72
36	Kladno	14.1022533	50.1484586	female	CR	1664	1	51	58	55	average	69	0	-1	2013-08-28 00:00:00	1	1	0	180	1450	1630	business	rain/snow	25.5	25.72
69	Kladno	14.1022533	50.1484586	female	CR	1665	1	49	30	56	average	63	0	-1	2013-08-28 00:00:00	1	1	0	180	1450	1630	business	rain/snow	25.5	25.72
62	Kladno	14.1022533	50.1484586	male	CR	1666	1	96	33	55	average	55	0	-1	2013-08-28 00:00:00	1	1	0	180	1450	1630	business	rain/snow	25.5	25.72
37	Kladno	14.1022533	50.1484586	female	CR	1667	3	52	67	52	average	63	0	-1	2013-08-28 00:00:00	1	3	0	540	4350	4890	business	rain/snow	25.5	25.72
41	Kladno	14.1022533	50.1484586	male	CR	1668	1	49	22	48	average	71	0	-1	2013-08-28 00:00:00	1	1	0	0	1450	1450	business	rain/snow	25.5	25.72
29	Kladno	14.1022533	50.1484586	male	CR	1669	1	84	59	50	average	71	0	-1	2013-08-28 00:00:00	1	1	0	180	1450	1630	business	rain/snow	25.5	25.72
75	Kladno	14.1022533	50.1484586	female	CR	1670	3	97	32	57	average	62	0	-1	2013-08-28 00:00:00	1	3	0	0	4350	4350	business	rain/snow	25.5	25.72
24	Brno	16.6153758	49.1921808	female	CR	1671	56	51	30	49	average	46	-1	0	2013-09-03 00:00:00	14	4	200	0	81200	81000	private	rain/snow	19.9	25.72
55	Gdaòsk	18.6560864	54.3482911	female	Poland	1672	56	94	31	43	average	60	-1	0	2013-09-10 00:00:00	14	4	200	0	81200	81000	private	cloudy	27.2	25.84
56	Gdaòsk	18.6560864	54.3482911	female	Poland	1673	56	50	30	59	average	55	-1	0	2013-09-10 00:00:00	14	4	200	0	81200	81000	private	cloudy	27.2	25.84
56	Gdaòsk	18.6560864	54.3482911	female	Poland	1674	28	51	65	60	average	46	-1	0	2013-09-10 00:00:00	14	2	200	0	40600	40400	private	cloudy	27.2	25.84
22	Gdaòsk	18.6560864	54.3482911	male	Poland	1675	14	93	60	60	average	54	-1	0	2013-09-10 00:00:00	14	1	200	0	20300	20100	private	cloudy	27.2	25.84
60	Gdaòsk	18.6560864	54.3482911	female	Poland	1676	56	98	32	45	average	63	-1	0	2013-09-10 00:00:00	14	4	200	0	81200	81000	private	cloudy	27.2	25.84
43	Gdaòsk	18.6560864	54.3482911	female	Poland	1677	28	50	66	45	average	62	-1	0	2013-09-10 00:00:00	14	2	200	0	40600	40400	private	cloudy	27.2	25.84
30	Gdaòsk	18.6560864	54.3482911	female	Poland	1678	42	96	34	60	average	70	-1	0	2013-09-10 00:00:00	14	3	200	0	60900	60700	private	cloudy	27.2	25.84
54	Gdaòsk	18.6560864	54.3482911	female	Poland	1679	56	46	57	49	average	46	-1	0	2013-09-10 00:00:00	14	4	200	0	81200	81000	private	cloudy	27.2	25.84
35	Praha	14.4212806	50.0874967	male	CR	1680	14	45	60	54	average	46	-1	0	2013-09-17 00:00:00	14	1	200	0	20300	20100	private	sunny	15.2	25.72
80	Salzburg	13.0475658	47.798095	female	Austria	1681	4	84	24	44	average	72	0	0	2013-10-03 00:00:00	1	4	0	0	5800	5800	business	cloudy	19.7	25.56
43	Zlín	17.6700633	49.2280669	male	CR	1682	3	36	24	13	low	16	0	0	2013-10-03 00:00:00	1	3	0	0	4350	4350	business	cloudy	19.7	25.56
74	Wien	16.3736767	48.2115631	male	Austria	1704	2	4	18	14	low	21	-1	0	2013-10-11 00:00:00	2	1	200	0	2900	2700	private	rain/snow	17.8	25.53
67	Wien	16.3736767	48.2115631	male	Austria	1705	2	34	19	27	low	31	-1	0	2013-10-11 00:00:00	2	1	200	0	2900	2700	private	rain/snow	17.8	25.53
60	Wien	16.3736767	48.2115631	female	Austria	1706	2	17	20	27	low	39	-1	0	2013-10-11 00:00:00	2	1	200	0	2900	2700	private	rain/snow	17.8	25.53
70	Wien	16.3736767	48.2115631	male	Austria	1707	2	34	10	14	low	13	-1	0	2013-10-11 00:00:00	2	1	200	0	2900	2700	private	rain/snow	17.8	25.53
38	Wien	16.3736767	48.2115631	female	Austria	1708	4	35	21	25	low	28	-1	0	2013-10-11 00:00:00	2	2	200	0	5800	5600	private	rain/snow	17.8	25.53
41	Praha	14.4212806	50.0874967	female	CR	1709	4	52	67	50	average	69	-1	0	2013-10-11 00:00:00	2	2	200	0	5800	5600	private	rain/snow	17.8	25.53
82	Wien	16.3736767	48.2115631	male	Austria	1710	2	10	22	16	low	27	-1	0	2013-10-11 00:00:00	2	1	200	0	2900	2700	private	rain/snow	17.8	25.53
